user_id,item_id,rating
5494,8858,3
5494,762,3
5494,925,4
5494,9404,4
5494,11473,3
5494,423,5
5494,8465,2
5494,7681,2
5494,6318,4
5494,11448,3
5494,12686,4
5494,8017,3
5494,1576,2
5494,12136,3
5494,2546,3
5494,11118,3
2875,3572,5
2875,7659,5
2875,851,5
2875,4994,5
2875,4352,4
2875,2975,4
2875,10395,5
2875,2152,5
2875,2510,5
2875,10794,5
2875,4141,4
4579,7552,4
4579,761,5
4579,5062,5
4579,11269,4
4579,651,4
4579,12593,4
4579,5636,4
4579,6938,5
6971,12405,3
6971,1225,5
6971,11700,1
6971,965,5
6971,6171,3
6971,12395,4
6971,5332,2
6971,12302,4
6971,10201,2
6971,10959,4
6971,3769,5
6971,6442,5
6971,10817,3
6971,8768,3
6971,10048,4
6971,8103,4
8701,11946,5
8701,2920,4
8701,1675,2
8701,6874,4
8701,357,5
8701,7761,4
8701,5443,4
8701,601,5
8701,10825,4
8701,3259,4
8701,8807,5
8701,7951,4
8701,9977,4
8701,11118,4
8701,11614,3
8701,9079,5
8701,6430,3
8701,11539,3
8701,3733,5
8701,8519,5
8701,7681,3
8701,989,5
8701,4141,4
8701,10833,4
8701,2303,3
8701,5968,3
8701,7421,4
8701,3001,4
8701,1657,4
8701,6508,5
8701,3666,4
8701,5448,3
8701,10854,5
42,828,4
42,6143,5
42,8211,4
42,4574,3
42,297,3
42,7291,4
42,6927,4
42,11198,4
42,2765,4
3627,9566,5
3627,3953,4
3627,3826,5
3627,12259,5
3627,6039,5
3627,4480,3
3627,7501,5
3627,5287,2
3627,2166,4
3688,6792,5
3688,5313,5
3688,1962,4
3688,6632,5
3688,2689,5
3688,8168,5
3688,2153,4
3688,3415,5
3688,8961,5
3688,227,5
3688,10456,5
3688,5341,5
3688,11734,5
3688,822,5
3688,10013,3
3688,7360,5
3688,11352,5
3688,180,5
3688,7103,5
3688,8310,5
8492,69,3
8492,11118,5
8492,7023,5
8492,3434,5
8492,2009,5
8492,1737,5
8492,7223,3
8492,843,5
8492,6862,5
8492,4141,4
8492,3728,4
256,168,3
256,2820,5
256,7573,4
256,5534,5
256,4736,4
256,2828,4
256,10629,5
256,9544,4
256,8479,5
256,4704,5
256,3266,5
256,3971,5
6506,12609,5
6506,8527,5
6506,8017,5
6506,96,5
6506,10097,4
6506,3572,4
6506,8871,3
8541,9319,5
8541,10959,5
8541,1664,4
8541,11946,5
8541,10854,5
8541,12686,5
8541,6171,5
8541,8071,4
8541,7254,4
8541,7557,4
8541,11118,4
8541,3307,5
8541,6921,5
8672,10959,5
8672,5277,5
8672,3347,5
8672,843,5
8672,9977,4
8672,9780,4
8672,3572,5
8672,1139,5
8672,989,4
8672,8527,5
8672,11849,5
8672,12659,3
8672,8069,4
8672,2484,5
8924,11640,5
8924,6251,5
8924,10578,4
8924,11057,1
8924,7402,4
8924,7494,3
8924,7462,4
8924,5276,3
8924,10094,3
8924,10251,5
2359,7988,5
2359,3531,5
2359,12686,3
2359,7096,2
2359,10810,4
2359,755,4
2359,9722,4
5313,4940,4
5313,11662,5
5313,229,5
5313,8158,5
5313,12100,5
5313,12628,4
5313,5294,5
5313,4686,5
5313,1338,5
5313,4768,5
5313,714,5
5313,18,5
5313,4141,5
5313,3971,4
5313,10309,5
5313,3833,5
5313,9852,5
5313,9374,5
5313,5534,4
5313,3154,4
5313,8898,5
5313,6337,5
5313,7392,5
8195,6480,4
8195,12136,5
8195,9122,4
8195,4770,4
8195,11108,3
8195,7905,5
8195,4141,4
8195,8644,3
8195,9463,4
8195,10692,4
8195,8973,5
8195,8360,4
8195,8913,3
8195,2916,2
8195,6651,2
8195,1068,2
8195,10235,4
8195,11662,5
8195,4352,5
8195,674,4
8195,7244,4
8195,3281,4
8195,2981,5
8195,671,4
8195,2721,4
8195,2286,4
8195,9781,4
8195,6139,5
8195,7067,4
8195,3933,3
8195,11869,4
8195,8519,3
8195,6318,5
8195,3618,4
8195,8934,3
8195,6114,4
8195,3887,4
8195,11593,4
8195,10941,4
8195,7572,3
8195,12284,4
8195,3223,5
8195,5937,4
8195,5131,3
8195,12415,3
8195,6568,3
8195,11459,4
8195,7133,4
8195,8061,3
8195,429,4
8195,11335,3
8195,7016,2
8195,2455,2
8195,4244,5
8195,8126,3
8195,3282,3
8195,7557,4
8195,7576,2
8195,11127,3
8195,8775,4
8195,9553,3
8195,3702,3
8195,7352,3
8195,3957,3
8195,6457,4
8195,4829,4
8195,11497,4
8195,2429,3
8195,8522,2
8195,9966,4
8195,7867,5
8195,10533,5
8195,2691,4
8195,12373,3
8195,1773,4
8195,10113,4
8195,749,4
8195,5040,2
8195,8572,2
8195,8678,3
8195,5575,3
8195,10793,5
8195,5973,4
8195,649,4
8195,11444,3
8195,47,4
8195,12218,4
8195,10507,4
8195,11826,5
8195,10336,4
8195,1150,4
8195,6619,4
9262,6980,3
9262,10464,3
9262,7848,4
9262,10716,5
9262,11676,5
9262,5243,5
9262,11798,4
9262,10181,4
9262,7550,4
9262,905,3
9262,10299,3
9262,10454,4
9262,11007,4
9262,7262,4
9262,4125,5
3336,10290,4
3336,2337,4
3336,3572,5
3336,9985,4
3336,3261,4
3336,11448,5
3336,10503,3
8777,1170,5
8777,4961,5
8777,6318,5
8777,3833,5
8777,3585,5
8777,7666,5
8777,3445,5
8777,9079,5
8777,3572,5
8777,4141,5
4239,10198,5
4239,8358,5
4239,5879,5
4239,1978,4
4239,8527,5
4239,2761,4
4239,10405,5
4239,5503,4
4239,11585,5
1762,11700,4
1762,5939,3
1762,7586,4
1762,3120,5
1762,3445,4
1762,7878,3
1762,6318,3
1762,8017,4
1762,7666,3
1762,9064,4
7733,748,4
7733,5284,4
7733,2244,5
7733,11514,4
7733,9768,4
7733,7245,4
7733,4336,4
7733,1071,4
7733,11333,5
7733,10955,4
7733,2107,3
7733,2,4
7733,10900,4
7733,7779,2
7733,489,3
7733,4467,4
7733,1505,2
7733,11279,4
7733,3281,4
7733,4272,3
7733,7172,4
7733,5405,4
7733,8043,5
7733,12636,3
7733,12259,5
7733,5178,4
7733,1095,4
7733,7110,4
7733,5113,4
7733,11738,4
7733,4334,5
7733,1018,4
7733,4325,4
7733,5267,3
7733,1009,5
7733,7225,5
7733,631,4
7733,8527,5
7733,9232,4
7733,8728,4
3866,12447,3
3866,7681,3
3866,1657,3
3866,3154,5
3866,2209,4
3866,58,5
3866,9142,4
3866,5241,4
3866,10787,4
3866,11685,3
3866,5277,3
3866,2152,4
3866,9115,4
3866,601,5
3866,9223,5
3866,7835,3
3866,10815,4
3866,12309,4
3866,1303,3
3866,8519,4
3866,7241,3
3866,7404,4
3866,5443,3
3866,3445,4
8331,2826,4
8331,7586,4
8331,3572,3
8331,12136,4
8331,6893,5
8331,9319,5
8331,8071,3
8331,4013,1
3046,10034,4
3046,271,4
3046,7666,4
3046,5277,4
3046,9725,3
3046,511,4
3046,11404,4
3046,7586,5
3046,6030,4
1757,3094,4
1757,3170,4
1757,6929,4
1757,10331,1
1757,143,4
1757,1786,4
1757,8563,5
1757,8402,3
1757,5457,3
1757,11472,4
7860,871,4
7860,5805,5
7860,8802,5
7860,10806,4
7860,12690,4
7860,12433,4
7860,3915,5
7860,9143,5
7860,6044,4
7860,8749,3
7860,11591,5
7860,6053,5
7860,12635,4
7860,11358,4
7860,2043,4
7860,6304,5
7860,1021,5
7860,6501,3
9068,6505,5
9068,4242,4
9068,8615,5
9068,6497,2
9068,508,4
9068,8722,5
7453,7878,3
7453,7550,5
7453,6118,4
7453,8071,4
7453,9222,5
7453,7462,5
7453,4905,5
7453,7530,4
7558,3347,3
7558,11118,5
7558,7065,5
7558,3978,5
7558,4081,3
7558,9190,4
7558,7666,4
5398,2587,5
5398,3317,3
5398,2818,3
5398,11923,4
5398,6793,4
5398,6058,3
5398,1106,3
5398,10213,3
5398,7494,5
5398,10546,3
5398,5209,3
5398,2892,3
5398,11105,3
5398,10843,3
5398,10757,3
226,843,5
226,5391,4
226,11563,5
226,10472,5
226,5457,5
226,9471,5
226,7755,5
226,10633,5
226,9983,4
226,10110,5
226,10771,5
1313,5623,5
1313,3572,5
1313,9660,4
1313,3392,4
1313,7576,5
1313,2156,5
1313,3307,5
1313,8973,4
1313,585,4
1313,7608,3
1313,3733,5
1313,2286,4
1313,3001,4
1313,8519,5
1313,229,4
1313,2685,4
1313,3211,5
1313,5848,5
1313,7951,2
1313,540,4
1313,12136,3
1313,12287,5
1313,8071,3
1290,7615,5
1290,7666,5
1290,3572,5
1290,10941,5
1290,10405,4
1290,5902,5
1290,11685,5
1290,8527,1
1290,7528,5
1290,3919,5
1290,8160,4
1290,3787,5
4972,961,3
4972,4989,3
4972,5107,3
4972,7626,5
4972,9720,4
4972,924,4
4972,1146,4
4972,6046,5
4972,8457,3
4972,2200,4
4972,5243,5
4972,5293,5
4972,10441,2
4972,4749,5
4972,6102,5
4972,12512,4
4972,7147,4
4972,7266,4
4972,6299,4
4972,9991,5
4972,5288,3
4972,6909,4
4972,66,3
4972,6071,4
4972,4731,2
4972,2587,5
4972,9788,4
4972,7530,5
1591,6950,3
1591,3120,3
1591,3743,3
1591,6505,2
1591,10609,3
1591,6722,3
1591,4156,5
1591,6639,3
1591,940,2
1591,10287,4
1069,7411,1
1069,11528,3
1069,7903,4
1069,1565,3
1069,6083,3
1069,4655,3
1069,3969,3
1069,2846,4
1069,7428,3
1069,11712,4
1069,9785,4
1069,7943,5
1069,8832,3
4158,5079,4
4158,4970,4
4158,10826,4
4158,6044,3
4158,409,5
4158,5636,4
4158,2555,4
4158,8778,4
2954,7666,5
2954,989,5
2954,5768,5
2954,1170,5
2954,3344,4
2954,8071,5
2954,1499,5
2954,3445,5
2954,12686,5
4681,6902,4
4681,10399,4
4681,11832,3
4681,9074,5
4681,6551,4
4681,7998,4
4681,462,4
4681,2042,4
4681,3826,4
4681,10240,4
4681,11083,4
289,3856,5
289,8457,4
289,4180,5
289,2954,4
289,9466,3
289,961,3
289,5545,3
289,6251,5
289,333,4
289,11103,3
289,7124,3
289,7786,5
289,1598,5
289,9910,5
289,5832,5
289,11292,4
289,6451,5
289,11235,3
289,7402,5
289,1183,4
6658,1554,5
6658,3347,5
6658,2826,5
6658,3572,5
6658,11442,3
6658,11662,5
6658,7241,4
6658,5443,4
9174,6762,5
9174,4093,3
9174,7896,4
9174,11890,4
9174,2166,4
9174,7666,3
9174,58,3
9174,319,4
9174,3978,4
9174,1503,3
9174,206,3
9174,9731,3
9174,2144,4
9174,9894,3
9174,11902,4
9174,6171,3
3256,7709,4
3256,9974,3
3256,6120,5
3256,4953,5
3256,2166,3
3256,753,4
3256,12138,5
3256,10873,4
8431,3572,4
8431,11118,5
8431,1872,4
8431,10959,4
8431,8954,4
8431,10837,4
8431,5283,4
8431,12259,5
8431,2905,5
4064,6673,4
4064,1043,4
4064,357,4
4064,4214,5
4064,3680,5
4064,6585,3
4064,10292,4
4064,4828,3
4064,12421,4
4064,12057,4
4064,11934,2
4064,10432,5
4064,8071,4
4064,4176,2
4064,4481,3
4064,9138,3
4064,6114,4
4064,6182,4
4064,6948,2
4064,880,4
4064,1996,4
4064,651,3
4064,1085,1
4064,10387,4
4064,10683,3
4064,2739,5
4064,9027,4
4064,8743,4
4064,4098,4
4064,10386,5
4064,1156,2
4064,11880,3
4064,3822,3
4064,2473,4
8601,6658,5
8601,3801,4
8601,9993,2
8601,994,3
8601,2623,2
8601,12005,4
8601,8266,3
8601,3484,4
8601,7100,5
8601,5623,5
8601,12458,5
420,7288,5
420,891,3
420,3367,5
420,1977,4
420,12136,3
420,8036,3
420,12423,4
420,601,3
420,5902,3
420,9133,4
420,4218,4
420,10432,4
5402,10674,3
5402,7385,5
5402,9628,3
5402,11118,5
5402,7100,3
5402,6318,3
5402,7241,5
5402,10815,5
2652,7036,4
2652,3826,5
2652,3575,5
2652,7225,5
2652,988,3
2652,11914,4
2652,2466,3
2652,8563,4
8602,6454,5
8602,7674,4
8602,9172,5
8602,166,4
8602,8527,5
8602,5176,5
8602,5114,5
8602,7633,4
8602,12395,3
8602,9027,4
8602,9524,5
8602,2847,3
8602,7302,3
8602,824,4
8602,6694,3
7795,6430,5
7795,7951,5
7795,2546,4
7795,3462,5
7795,3572,5
7795,9780,4
7795,1043,4
7795,6337,5
7795,12136,5
7795,10794,4
7795,10589,5
7795,6508,4
7795,3347,5
7795,8017,5
7795,6318,4
7795,7103,4
7795,2295,3
7795,3065,4
7795,5968,4
7795,357,4
7795,6795,4
7795,8206,5
7795,11539,5
7795,11473,5
7795,6171,5
7795,1499,4
7795,58,5
7795,585,5
7795,7241,5
7795,3001,4
7795,10783,4
7795,5277,5
7795,1303,3
7795,3344,4
7795,7462,5
7795,6921,5
7795,7586,5
7795,7419,4
7795,11794,5
7795,9142,5
7795,1684,5
7795,2315,5
7795,7878,5
7795,4936,5
7795,9319,4
7795,10166,4
1243,1251,4
1243,10598,5
1243,5695,5
1243,942,5
1243,4178,5
1243,2832,5
1243,2057,5
1243,11349,5
1243,2511,5
1243,11183,5
1243,1693,4
1243,5501,4
1243,11223,5
1243,7287,5
1243,3363,5
1243,6019,5
1243,3113,4
1243,10491,4
1243,631,4
1243,12220,5
1243,6957,5
4847,4998,5
4847,7615,5
4847,7666,5
4847,8996,5
4847,3261,3
4847,11220,5
4847,11448,4
9326,409,5
9326,11812,5
9326,1564,5
9326,2184,3
9326,6892,5
9326,4091,5
9326,142,5
9396,11252,5
9396,3374,5
9396,9319,5
9396,7568,5
9396,7666,5
9396,4694,5
9396,843,5
5859,5763,4
5859,9616,4
5859,8006,4
5859,1618,5
5859,1664,5
5859,4621,5
5859,3367,5
5859,10458,5
7123,11105,5
7123,9709,5
7123,6735,5
7123,11253,5
7123,10450,5
7123,11919,4
7123,8285,5
7123,8356,5
7123,6086,3
7123,3318,5
7123,5929,3
7123,2282,3
7123,3022,4
7123,6676,2
7123,9380,5
7123,3048,5
7123,10361,5
7123,11293,5
7123,12623,5
7123,1367,4
7123,412,5
7123,9563,4
7123,12299,4
7123,7586,5
7123,11365,5
7123,766,5
7123,6630,5
7123,3629,4
7123,11780,5
7123,3348,5
7123,1924,5
7123,1603,5
7123,4350,5
7123,11489,5
7123,3366,4
7123,5591,4
7123,8685,5
7123,6164,5
7123,12075,5
7123,5996,4
4448,9162,5
4448,2225,3
4448,10992,5
4448,12175,4
4448,10578,5
4448,7943,5
4448,10136,4
4448,924,4
4448,9222,4
748,11184,5
748,5443,4
748,6358,5
748,9708,3
748,5821,3
748,3922,3
748,11310,4
748,9501,5
748,10870,5
1777,2615,3
1777,2840,5
1777,9986,5
1777,4853,3
1777,7254,5
1777,39,4
1777,11681,5
1777,2263,3
1777,2002,5
1777,11448,5
1777,7800,3
1777,353,3
1777,569,4
1777,6895,4
2805,4454,5
2805,11448,5
2805,5862,4
2805,9319,5
2805,4134,5
2805,8527,5
2805,3609,5
2805,9588,4
4054,7274,3
4054,3340,4
4054,7753,4
4054,10835,5
4054,7435,3
4054,3575,2
4054,114,5
4054,6501,4
5641,10370,3
5641,5095,5
5641,8256,4
5641,8708,5
5641,8519,3
5641,2410,5
5641,9529,5
5641,12593,5
7359,6299,5
7359,333,3
7359,3858,4
7359,7147,5
7359,10659,4
7359,66,4
7359,4749,4
7359,10138,4
7359,1944,5
7359,2487,4
7359,849,3
7359,9281,5
7359,10578,3
7359,11448,5
7359,6980,4
7359,9338,3
7359,8309,3
7359,5754,3
7359,9440,5
7359,2857,5
7359,6779,5
7359,7355,4
7359,2998,4
7359,5868,5
7359,9162,5
7359,8284,3
7359,10419,4
7359,5293,4
7359,6118,5
5300,12474,5
5300,7154,3
5300,9709,2
5300,10450,4
5300,4302,5
5300,7291,5
5300,10759,5
5300,9618,4
5300,11198,3
5300,1924,4
5300,1945,3
2147,9038,4
2147,9628,5
2147,9115,5
2147,1231,5
2147,7501,4
2147,7722,5
2147,1315,5
2147,7439,4
2147,601,5
2147,3367,4
2147,1571,5
2147,5621,5
8056,1658,5
8056,5815,3
8056,2070,4
8056,4902,5
8056,3344,3
8056,7219,4
8056,1170,4
214,658,4
214,6507,5
214,9681,4
214,10959,4
214,2726,5
214,58,5
214,2721,4
214,1716,5
214,2488,4
214,3943,4
214,12284,3
214,1684,4
214,7190,5
214,7175,4
1159,5151,5
1159,7241,5
1159,7061,5
1159,11081,5
1159,6471,5
1159,1266,5
4260,9130,4
4260,3555,3
4260,1588,1
4260,4378,5
4260,1924,3
4260,6630,2
4260,9618,5
4260,3291,5
4260,10384,5
4260,1317,4
4260,3367,4
4260,1645,2
4260,3463,5
4260,1945,4
4260,10141,4
4260,9923,5
4260,1291,4
4260,1869,5
4260,1765,4
6316,1170,5
6316,10114,3
6316,8034,5
6316,2111,4
6316,4141,5
6316,6171,5
6316,8527,5
6316,10186,5
6316,2669,5
6316,6167,4
6316,4200,4
6316,6856,5
6316,8017,4
6316,234,5
6316,9349,4
6316,2931,5
6316,3919,5
6316,5280,5
6316,5062,5
6316,7103,4
5897,7772,5
5897,5056,5
5897,7287,4
5897,7666,5
5897,2467,5
5897,10507,5
5897,10571,5
5897,3103,4
5897,11693,5
5897,10919,5
5897,4622,3
5897,3340,5
5897,8898,5
5897,3750,5
5897,716,5
5897,11143,5
5897,10402,5
5897,10020,5
5897,4170,5
3394,2713,5
3394,642,4
3394,9961,3
3394,2042,4
3394,5277,4
3394,7219,4
3394,6599,5
3394,12259,5
3394,5423,5
3394,1767,4
3394,3134,5
3394,9531,3
3394,651,5
3394,10674,4
3394,10429,4
3394,11913,5
3394,1521,5
3394,7841,4
5914,2369,4
5914,5902,5
5914,10794,5
5914,3001,5
5914,2152,4
5914,8716,4
5914,2725,4
5914,8596,5
5914,6508,4
5914,5280,4
5914,7681,4
5914,6893,5
5914,8160,4
5914,12136,5
1952,423,5
1952,7666,4
1952,7221,4
1952,6318,5
1952,8782,5
1952,10050,4
1952,9074,5
7957,8782,4
7957,6077,4
7957,5277,4
7957,1657,4
7957,4919,5
7957,10290,4
7957,8206,4
7957,10794,4
7957,7175,3
7957,8045,4
3452,3753,4
3452,4141,3
3452,3698,3
3452,8168,4
3452,9505,4
3452,2301,4
3452,4078,4
3452,9374,3
3452,5175,3
3452,3578,3
3452,11776,3
3452,11972,4
3452,5944,3
4657,11235,2
4657,5194,1
4657,11923,4
4657,11911,1
4657,7543,4
4657,9585,3
4657,9222,3
4657,5869,2
4657,905,5
4657,2008,3
4657,6627,4
4657,1158,2
6145,6605,5
6145,5074,5
6145,10815,5
6145,3903,5
6145,2039,5
6145,4200,5
6145,1407,5
6145,6566,5
6145,10809,5
6145,11936,5
958,4961,3
958,2546,3
958,5443,5
958,3367,5
958,10674,1
958,10815,3
958,989,3
958,2792,1
958,3445,5
3446,10938,4
3446,6318,5
3446,7047,3
3446,5412,5
3446,2838,4
3446,2466,4
3446,10674,2
3446,7219,3
3446,6896,5
3446,170,3
3446,10897,4
3446,11234,5
3446,7666,3
3446,2245,3
3446,3198,5
3446,7100,3
9202,12140,4
9202,7666,5
9202,4926,5
9202,12001,4
9202,11965,5
9202,10432,5
9202,1247,3
9202,2033,5
9202,456,5
9202,4707,3
9202,3257,4
9202,6043,4
9202,8890,4
9202,5384,5
6863,4214,2
6863,9776,2
6863,5443,4
6863,7821,3
6863,5599,4
6863,2552,4
6863,8747,5
6863,67,3
3508,6925,5
3508,5443,5
3508,1170,2
3508,3347,5
3508,7666,4
3508,10959,5
3508,3572,5
3508,1192,4
9108,12349,1
9108,7205,4
9108,8872,5
9108,6373,3
9108,1325,1
9108,5545,5
9108,7402,5
9108,3489,4
9108,10985,1
9108,5185,3
9108,8071,5
7153,12022,5
7153,11402,5
7153,11357,5
7153,10364,5
7153,582,5
7153,3136,5
7153,3795,4
1488,11460,3
1488,4661,5
1488,11582,1
1488,12223,4
1488,8898,4
1488,7074,5
1488,5062,5
1488,6712,5
2169,2194,5
2169,8991,5
2169,7951,5
2169,3445,5
2169,5280,5
2169,12136,5
2169,1170,5
2169,1139,5
2169,7586,5
5879,9710,3
5879,6323,4
5879,3194,5
5879,7550,5
5879,924,5
5879,1598,2
5879,5288,1
5879,12280,3
5879,1912,3
5879,6119,5
5879,4905,5
5879,11235,1
509,4926,3
509,9336,1
509,5622,1
509,3575,2
509,5115,5
509,5443,5
509,2392,2
509,8527,3
5637,1469,5
5637,229,4
5637,4822,4
5637,12269,4
5637,5120,4
5637,9150,4
5637,4422,4
2950,9407,2
2950,11437,1
2950,6612,3
2950,10879,2
2950,2528,4
2950,5383,2
2950,9,3
2950,3575,5
2950,9336,1
5942,6174,3
5942,1363,4
5942,4739,3
5942,5084,3
5942,5663,4
5942,12635,5
5942,7455,2
5942,1941,2
5942,5443,5
5942,2482,3
8218,8295,4
8218,1191,4
8218,7681,4
8218,8615,4
8218,11680,4
8218,9258,4
8218,2194,4
8218,10633,4
8218,9319,4
8218,2048,4
8218,196,4
8218,12136,4
8218,6393,4
8218,8973,4
8218,8206,4
8218,7951,4
197,11394,5
197,1314,5
197,12686,4
197,3445,4
197,5175,5
197,12058,4
197,7385,4
197,1469,4
197,8519,3
197,7241,3
197,12223,5
197,10793,4
197,2138,5
197,99,3
197,4533,4
197,12242,5
197,5157,5
197,10815,3
197,4338,4
197,7659,4
197,7835,4
197,10458,4
197,4168,3
197,9827,4
197,7680,4
197,3955,5
197,12459,5
197,7573,5
197,9583,3
197,6400,3
197,9319,4
197,7885,4
197,4477,4
197,4375,4
197,3747,5
197,989,2
197,1043,5
197,7935,4
197,11946,4
197,7381,4
197,357,4
197,6620,4
197,7475,4
197,7433,4
197,2209,3
197,478,4
197,4502,4
197,11216,4
197,4785,5
197,7875,5
197,8674,3
197,3347,5
197,9610,4
197,9780,4
197,8743,4
197,58,5
197,8692,5
197,8079,5
1258,1877,5
1258,9074,4
1258,8160,4
1258,8560,3
1258,11566,3
1258,1171,5
1258,4961,3
1258,6462,5
6082,12276,4
6082,1694,4
6082,9223,5
6082,3367,4
6082,5387,4
6082,9628,5
6082,1568,4
6082,2967,5
664,3572,5
664,7971,5
664,7175,4
664,10959,3
664,5636,5
664,8869,3
664,3001,3
664,788,5
664,7666,4
7812,2319,2
7812,8303,2
7812,2911,4
7812,5877,1
7812,9424,4
7812,6216,3
7812,10251,4
7812,8350,2
7812,2886,3
7812,1545,2
655,5277,5
655,762,4
655,3306,3
655,3001,5
655,5167,4
655,11326,4
655,183,4
655,1043,3
655,1988,3
655,8691,1
655,9908,3
655,7633,3
655,8311,5
655,7261,4
655,8678,5
655,7586,5
655,2460,5
655,10285,5
655,7681,3
655,11751,3
655,2975,4
